K-1,¡ãC,,,,,,,,,,,,,,,,,,,,,,,,,
No,Date,Time,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24
27,3/11/2024,1:44:52,29.6,29.8,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.2,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.5,29.4,29.4,29.4,25.6,1999.9,25.7,25.9
28,3/11/2024,1:45:02,29.6,29.8,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.2,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.5,29.4,29.4,29.4,25.6,1999.9,25.7,25.9
29,3/11/2024,1:45:12,29.6,29.8,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.2,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.5,29.5,29.4,29.4,25.6,1999.9,25.7,25.9
30,3/11/2024,1:45:22,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.2,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.5,29.4,29.4,29.4,25.6,1999.9,25.7,25.9
31,3/11/2024,1:45:32,29.6,29.8,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.2,28.7,29.4,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
32,3/11/2024,1:45:42,29.6,29.8,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.2,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.3,29.3,29.3,25.6,1999.9,25.7,25.9
33,3/11/2024,1:45:52,29.6,29.8,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.3,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.3,29.3,29.2,25.6,1999.9,25.7,25.9
34,3/11/2024,1:46:03,29.6,29.8,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.4,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.3,29.3,29.2,25.6,1999.9,25.7,25.9
35,3/11/2024,1:46:13,29.6,29.8,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.5,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.3,29.3,29.2,25.6,1999.9,25.7,25.9
36,3/11/2024,1:46:23,29.6,29.8,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.6,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
37,3/11/2024,1:46:33,29.6,29.8,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.6,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.3,29.3,29.3,25.6,1999.9,25.7,25.9
38,3/11/2024,1:46:43,29.6,29.8,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.6,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
39,3/11/2024,1:46:53,29.6,29.8,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.6,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.3,29.3,29.3,25.6,1999.9,25.7,25.9
40,3/11/2024,1:47:03,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.7,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.3,29.3,29.3,25.6,1999.9,25.7,25.9
41,3/11/2024,1:47:13,29.6,29.8,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.7,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.3,29.3,29.2,25.6,1999.9,25.7,25.9
42,3/11/2024,1:47:23,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.7,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.3,29.3,29.3,25.6,1999.9,25.7,25.9
43,3/11/2024,1:47:33,29.6,29.8,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.7,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
44,3/11/2024,1:47:44,29.6,29.8,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
45,3/11/2024,1:47:54,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.3,29.3,29.3,25.6,1999.9,25.7,25.9
46,3/11/2024,1:48:04,29.6,29.8,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
47,3/11/2024,1:48:14,29.6,29.8,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
48,3/11/2024,1:48:24,29.6,29.8,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.4,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
49,3/11/2024,1:48:34,29.6,29.8,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
50,3/11/2024,1:48:44,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
51,3/11/2024,1:48:54,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
52,3/11/2024,1:49:04,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
53,3/11/2024,1:49:14,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
54,3/11/2024,1:49:25,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
55,3/11/2024,1:49:35,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
56,3/11/2024,1:49:45,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
57,3/11/2024,1:49:55,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
58,3/11/2024,1:50:05,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
59,3/11/2024,1:50:15,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
60,3/11/2024,1:50:25,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
61,3/11/2024,1:50:35,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
62,3/11/2024,1:50:45,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
63,3/11/2024,1:50:55,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
64,3/11/2024,1:51:05,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.4,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
65,3/11/2024,1:51:16,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
66,3/11/2024,1:51:26,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
67,3/11/2024,1:51:36,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.8,29.6,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
68,3/11/2024,1:51:46,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.6,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
69,3/11/2024,1:51:56,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
70,3/11/2024,1:52:06,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.8,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
71,3/11/2024,1:52:16,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.8,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
72,3/11/2024,1:52:26,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.8,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
73,3/11/2024,1:52:36,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
74,3/11/2024,1:52:46,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
75,3/11/2024,1:52:57,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
76,3/11/2024,1:53:07,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
77,3/11/2024,1:53:17,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
78,3/11/2024,1:53:27,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
79,3/11/2024,1:53:37,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.8
80,3/11/2024,1:53:47,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
81,3/11/2024,1:53:57,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
82,3/11/2024,1:54:07,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
83,3/11/2024,1:54:17,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
84,3/11/2024,1:54:27,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
85,3/11/2024,1:54:38,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.8
86,3/11/2024,1:54:48,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
87,3/11/2024,1:54:58,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
88,3/11/2024,1:55:08,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.4,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
89,3/11/2024,1:55:18,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
90,3/11/2024,1:55:28,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.5,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
91,3/11/2024,1:55:38,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.5,29.4,29.4,29.3,25.6,1999.9,25.7,25.9
92,3/11/2024,1:55:48,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.5,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
93,3/11/2024,1:55:58,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
94,3/11/2024,1:56:08,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.9
95,3/11/2024,1:56:19,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.5,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
96,3/11/2024,1:56:29,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.5,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
97,3/11/2024,1:56:39,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
98,3/11/2024,1:56:49,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.5,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
99,3/11/2024,1:56:59,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
100,3/11/2024,1:57:09,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.7,25.8
101,3/11/2024,1:57:19,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.5,29.4,29.3,29.3,25.6,1999.9,25.6,25.8
102,3/11/2024,1:57:29,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
103,3/11/2024,1:57:39,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.5,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
104,3/11/2024,1:57:49,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.5,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
105,3/11/2024,1:58:00,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
106,3/11/2024,1:58:10,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
107,3/11/2024,1:58:20,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
108,3/11/2024,1:58:30,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.4,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.8
109,3/11/2024,1:58:40,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.6,29.4,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
110,3/11/2024,1:58:50,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.8
111,3/11/2024,1:59:00,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.8
112,3/11/2024,1:59:10,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
113,3/11/2024,1:59:20,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
114,3/11/2024,1:59:30,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.8
115,3/11/2024,1:59:41,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.9,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
116,3/11/2024,1:59:51,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.8
117,3/11/2024,2:00:01,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.4,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
118,3/11/2024,2:00:11,29.6,29.9,29.6,29.4,29.2,29,28.2,26.8,1999.9,30.8,28.7,29.5,1999.9,1999.9,1999.9,1999.9,29.4,29.4,29.3,29.3,25.6,1999.9,25.6,25.9
